party,date,text,cmp_code,eu_code
43110,199910,Promotion of crèches and day schools;,504,NA
43110,199910,Reduction in social security contributions via energy taxation,504,NA
43110,199910,We are proactive: motion to introduce a bonus-malus system,416,NA
43110,199910,"Green popular initiative ""For a secure AHV - taxing energy instead of work""",416,NA
43110,199910,"Green popular initiative ""For a flexible retirement age from 62 for women and men""",503,NA
43110,199910,Project for a guaranteed minimum subsistence level,504,NA
43110,199910,"We think ahead: ""Working differently - living better"" brochure",000,NA
43110,199910,Green position on work and social security (to be published in summer 99),000,NA
43110,199910,"Documentation on the ""Taxing energy instead of labor"" initiative",000,NA
43110,199910,"10 questions - 10 answers on the ""Taxing energy instead of labor"" initiative",000,NA
43110,199910,"Documentation on the initiative "" For a flexible retirement age from 62 for women and men """,000,NA
43110,199910,"10 questions - 10 answers on the initiative "" For a flexible retirement age from 62 for women and men """,000,NA
43110,199910,Green women and men go fifty-fifty,NA,NA
43110,199910,The Greens are an attractive party for women.,706,NA
43110,199910,Half of all mandates and functions are held by women.,706,NA
43110,199910,The electorate and the party base are also half women.,706,NA
43110,199910,"So we don't just talk about equality, we live it.",706,NA
43110,199910,"On the other hand, the same cannot be said of society as a whole.",503,NA
43110,199910,Although the legal discriminations have been removed from the laws.,503,NA
43110,199910,Green women have persistently worked on this.,706,NA
43110,199910,"But in fact, women are massively underrepresented everywhere in business and politics where important decisions are made.",706,NA
43110,199910,The Greens therefore advocate the introduction of quotas.,706,NA
43110,199910,These have been an important means of engaging political minorities in Switzerland for years.,706,NA
43110,199910,The policy of equality falls short if women take over the previous duties of men without being able to share their own duties.,706,NA
43110,199910,"When women want to hand over and share responsibilities, men are needed to take them on.",503,NA
43110,199910,The Greens are therefore committed to a fair distribution of paid and unpaid work between the sexes.,503,NA
43110,199910,The comprehensive recognition of unpaid work and living wages for women are necessary for this.,503,NA
43110,199910,Day schools and out-of-home childcare make it easier to reconcile unpaid and paid work.,504,NA
43110,199910,"Keywords: Fifty-fifty: Quotas also for women,",706,NA
43110,199910,"introduction of job sharing,",706,NA
43110,199910,"fair distribution of paid and unpaid work between the sexes,",503,NA
43110,199910,"maternity insurance and paternity leave,",504,NA
43110,199910,"promotion of day schools and out-of-home childcare,",504,NA
43110,199910,"general reduction of weekly working hours,",412,NA
43110,199910,"guaranteed livelihood for children, equality of non-marital cohabitation,",503,NA
43110,199910,"Marriage option for same-sex couples,",503,NA
43110,199910,"inter-agency actions and interventions to combat family violence,",504,NA
43110,199910,"creation of a central office for women's health at the federal level,",706,NA
43110,199910,"abortion without indication and compulsory counseling,",706,NA
43110,199910,"no access to the egg cell, no compulsion for prenatal diagnostics, consideration of ""gender and development"" (GAD) approach as a basis for development cooperation.",706,NA
43110,199910,"We are proactive: We initiated the initiative ""For a fair representation of women in federal authorities""(Quoten-Initiative).",706,NA
43110,199910,We think ahead: Green position on women and men,000,NA
43110,199910,Integration instead of exclusion: For a humane and solidary asylum and migration policy,NA,NA
43110,199910,"For us Greens, the free decision to settle in another country is a human right.",201,NA
43110,199910,So we don't assume that people can only be happy in their home country.,201,NA
43110,199910,"However, the decision to migrate should be made freely and not out of compulsion and necessity.",201,NA
43110,199910,"However, this is often not the case, because the worldwide distribution of goods, money and resources has become even more unjust in recent years due to the globalization of markets and an increasingly aggressive neo-capitalism.",503,NA
43110,199910,"Commitment to a more just world,",503,NA
43110,199910,against war and militarism,105,NA
43110,199910,and against the destruction of livelihoods is the most sustainable migration policy.,201,NA
43110,199910,Some of the people who have fled crises arrive in Switzerland as asylum seekers.,705,NA
43110,199910,The Greens defend the right to asylum and oppose further tightening of the asylum law.,705,NA
43110,199910,"In particular, we expect a generous reception of war victims from Kosova and solidarity with the community of workers who have lived in our country for a long time.",705,NA
43110,199910,"The Greens oppose the initiative ""for a regulation of immigration"".",705,NA
43110,199910,The realization of the free movement of persons with the EU must not result in additional discrimination against immigrants from countries outside the EU.,705,NA
43110,199910,We also want a more open attitude for the many foreigners who have lived in Switzerland for years or were even born here.,705,NA
43110,199910,They were called to Switzerland in earlier years for economic reasons.,705,NA
43110,199910,"In the coming years, Switzerland needs an offensive integration policy,",705,NA
43110,199910,"easier naturalization, especially for young foreigners,",705,NA
43110,199910,and an offensive stance against racism.,503,NA
43110,199910,"Excluding foreigners, for example at school, is the wrong approach.",705,NA
43110,199910,"Keywords: Introduction of the free movement of persons with accompanying measures,",201,NA
43110,199910,"Introduction of a single-window law,",705,NA
43110,199910,"Facilitation of the naturalization procedure,",705,NA
43110,199910,"political rights at municipal level, including voting rights for foreigners and residence status for women regardless of their marital status,",705,NA
43110,199910,"Recognition of gender-specific reasons for flight,",706,NA
43110,199910,"Recognition of sexual orientation as a reason for fleeing,",706,NA
43110,199910,"Equality of homosexual partnerships with heterosexual partnerships,",705,NA
43110,199910,"Abolition of coercive measures, no tightening of asylum law.",705,NA
43110,199910,We are proactive: The Greens support the referenda against the revision of the Asylum Act and the federal resolution on urgent measures in the area of asylum and foreigners.,705,NA
43110,199910,We think ahead: Green position on migration policy,000,NA
43110,199910,"More public transport, combined mobility, less environmental pollution",NA,NA
43110,199910,"Mobility is part of our lives, it is the basis of encounter and communication.",000,NA
43110,199910,"Today, however, mobility has reached a level that is no longer environmentally compatible.",501,NA
43110,199910,"In a transport policy of the future, the optics of motorized road users must no longer prevail.",501,NA
43110,199910,"The Greens take into account the needs of all those affected, in particular residents, women, disabled people, children and weaker road users such as cyclists.",705,NA
43110,199910,Public transport is more environmentally friendly than private motorized transport and should therefore continue to be promoted.,501,NA
43110,199910,The Green Party is committed to the further development of the regional train network.,501,NA
43110,199910,"For finer access off the main lines and for off-peak times and special needs, we rely on flexible models of combined mobility such as call buses, bike+ride and car-sharing.",501,NA
43110,199910,"In the area of air transport, Switzerland must lobby at the international level for the taxation of aviation fuel.",501,NA
43110,199910,The Greens have scored a success with the acceptance of the performance-based heavy vehicle fee in the referendum.,305,NA
43110,199910,The population has thus once again expressed that the goods belong on the railroad as much as possible.,501,NA
43110,199910,The Greens - together with the European Greens - are committed to the consistent implementation of the article on the protection of the Alps and thus to the shift of transalpine traffic to rail.,501,NA
43110,199910,"NEAT, which is supported by the Greens, will support this.",501,NA
43110,199910,The land transport agreement with the EU must be accompanied by effective domestic policy measures.,303,NA
43110,199910,"Keywords: traffic-free city centers and residential areas,",501,NA
43110,199910,"30 km/h in urban areas, calming of main roads in urban areas,",501,NA
43110,199910,"Lowering the alcohol limit to 0.5 per mille,",501,NA
43110,199910,"Probationary driver's license,",501,NA
43110,199910,"Offsetting of external costs, no cuts in regional public transport,",501,NA
43110,199910,"no expansion of the national roads,",501,NA
43110,199910,"Abolition of fuel duty earmarking,",501,NA
43110,199910,"Implementation of the Alpine protection article,",501,NA
43110,199910,"No second Gotthard tunnel,",501,NA
43110,199910,"Taxation of aviation fuel,",501,NA
43110,199910,"higher landing and noise charges at airports,",501,NA
43110,199910,Replacement of medium-haul flights by rail.,501,NA
43110,199910,"We are proactive: The Greens support the initiative ""For halving road traffic"" (""Umverkehr""), the ""Sunday Initiative"" for four car-free Sundays per year and the initiative ""Roads for all"".",501,NA
43110,199910,We think ahead: 1.Green position on transport policy,000,NA
43110,199910,Organic farming instead of GM food on the plate,NA,NA
43110,199910,The Swiss population has shown several times that it wants a green turn in agricultural policy.,416,NA
43110,199910,"More ecology and more market, is the motto.",501,NA
43110,199910,The Greens want to continue along this path: All agricultural protection measures are to be tied to ecological performance and compliance with animal-friendly husbandry practices.,501,NA
43110,199910,Limits are to be applied in the case of high incomes or assets.,412,NA
43110,199910,Organic production is to be transformed from niche to mainstream production.,416,NA
43110,199910,Organic quality also opens up new export opportunities for Swiss agriculture.,416,NA
43110,199910,We are committed to ensuring that the environmental social goals of the new Farm Bill are not watered down.,416,NA
43110,199910,"However, the GM industry now wants to turn the wheel back: industrial GM food instead of organic quality, is their motto.",416,NA
43110,199910,"In doing so, it accepts that biological production will become contaminated and thus ultimately impossible.",416,NA
43110,199910,The Greens therefore oppose the release of genetically manipulated organisms.,416,NA
43110,199910,"The Federal Office for the Environment, Forests and Landscape has also recognized these risks and recently rejected two release applications.",416,NA
43110,199910,We also reject the patenting of genetically modified organisms and the production of transgenic animals.,416,NA
43110,199910,"In the remaining areas, strict control is to ensure the necessary safety.",412,NA
43110,199910,"Keywords: compulsory declaration of foodstuffs,",416,NA
43110,199910,"incentive taxes on pesticides and fertilizers,",416,NA
43110,199910,"no direct payments without binding ecological facilities, no",416,NA
43110,199910,"genetically modified or irradiated foodstuffs, no",416,NA
43110,199910,"patenting of living beings,",416,NA
43110,199910,"no release of genetically manipulated organisms, no transgenic animals.",416,NA
43110,199910,We are proactive: Parliamentary initiative Hans Meier: All farm animals outdoors.,416,NA
43110,199910,Motion Ruedi Baumann: Abolition of milk quotas,416,NA
43110,199910,We think ahead: Green position on genetic engineering,000,NA
43110,199910,"Legalize cannabis products, dispense hard drugs in a controlled manner, eliminating misery, drug crime and mafia profits",NA,NA
43110,199910,"For years, Switzerland followed the drug policy of the political right: Drug users were policed and sued.",201,NA
43110,199910,"Even today, 80 percent of convictions involve consumption, more than half of which involve the use of cannabis products.",201,NA
43110,199910,"The consequences were serious: the drug mafia made strong profits, many heavy drug addicts ended up in misery or died from the consequences of consumption.",706,NA
43110,199910,The use of drugs could not be stopped.,706,NA
43110,199910,"In recent years, Switzerland changed its policy.",303,NA
43110,199910,"In scientific trials with medical supervision, heroin and cocaine were prescribed - with positive consequences:",303,NA
43110,199910,"Patients' health improved, and social integration was significantly improved.",606,NA
43110,199910,"But Switzerland still relies more on repression than on therapy, survival assistance and prevention.",706,NA
43110,199910,The Greens therefore want to go one step further: The use of drugs must be decriminalized.,706,NA
43110,199910,We stand for the release of soft drugs and controlled distribution of hard drugs.,201,NA
43110,199910,The trial drug dispensary is to be gradually expanded.,706,NA
43110,199910,This is the way to reintegrate drug addicts into society.,706,NA
43110,199910,"This will also make it possible to eliminate the impoverishment of drug addicts, drug-related crime and the drug mafia.",706,NA
43110,199910,"Instead of squandering the money on repression, it can be used more sensibly for prevention, therapy and survival assistance.",706,NA
43110,199910,"Keywords: legalization of cannabis,",201,NA
43110,199910,"decriminalization of drug use,",706,NA
43110,199910,"expansion of controlled drug distribution,",706,NA
43110,199910,"more suitable therapy places,",706,NA
43110,199910,"rapid revision of the Narcotics Act,",706,NA
43110,199910,increased prevention also for legal drugs such as alcohol and tobacco,706,NA
43110,199910,We are initiating: Proposal of the Green Group of the Federal Assembly for the legalization of cannabis products.,201,NA
43110,199910,We think ahead: Green position on drug policy,000,NA
43110,199910,For more democracy and a level playing field before elections and votes,NA,NA
43110,199910,"Democracy must be further developed by expanding the people's rights (e.g. legislative initiative, financial referendum),",202,NA
43110,199910,by gradually introducing voting rights for settled foreigners and by,202,NA
43110,199910,strengthening the elected bodies vis-à-vis the administration and internal associations.,202,NA
43110,199910,Federalism must ensure decisions and responsibilities close to the citizens,301,NA
43110,199910,by decentralizing competencies and decision-making structures to the lowest possible levels.,301,NA
43110,199910,"New institutions, such as neighborhood councils within large cities or cross-border regional councils, must enable the solution of concrete problems by the population directly affected.",301,NA
43110,199910,The Greens reject the Federal Council's ever-increasing PR efforts in recent years to influence opinion in the run-up to votes.,301,NA
43110,199910,"Instead, the federal government should ensure that the various opinions are disseminated as evenly as possible before elections and votes and, if necessary, ensure this with financial contributions.",301,NA
43110,199910,"In return, the financial expenditures of private organizations must be disclosed and limited prior to elections and votes.",202,NA
43110,199910,Internet at school and media libraries for all instead of informational exclusion,NA,NA
43110,199910,"If the information society is to be an opportunity for all, access to information must be open to all.",202,NA
43110,199910,"The transformation of libraries into media libraries as well as a funding program ""Media Education and Internet at School"" should support this access.",506,NA
43110,199910,Media education should become an integral part of teaching and help students find their way through the diversity of media.,506,NA
43110,199910,The new media are also to be used to revive direct democracy: in,202,NA
43110,199910,"future, it will be possible to participate in votes, initiatives and referendums via the Internet.",202,NA
43110,199910,At the heart of the democratic information society called for by the Greens is the right to informational self-determination.,202,NA
43110,199910,This means that all citizens can freely obtain information and also feed it into interactive information networks themselves.,202,NA
43110,199910,The limits of this freedom lie in the dissemination of criminal content.,202,NA
43110,199910,"Finally, informational self-determination also includes comprehensive data protection, which ensures that personal data cannot be misused.",203,NA
43110,199910,Measures to promote a democratic information society must be complemented with measures for social and ecological development.,501,NA
43110,199910,"Ecological devices should have the least possible impact on the environment during production, use and application.",501,NA
43110,199910,"Social measures such as the division of labor represent a corrective to the rationalizations that are possible, not least due to information and communication technologies.",504,NA
43110,199910,"Keywords: basic supply for all at the same price,",503,NA
43110,199910,"Media libraries, media training in education and further education, funding program ""Media training and Internet at school"",",504,NA
43110,199910,"Expansion of data protection, no restriction of encryption,",202,NA
43110,199910,"Revision of the law against unfair competition with the aim of making critical reporting possible again,",202,NA
43110,199910,"Tariff reductions for newspaper delivery,",406,NA
43110,199910,"Maintaining a full program service for radio and television in all language regions,",503,NA
43110,199910,Division of labor instead of a two-tier society.,503,NA
43110,199910,We think ahead: Green position on the information society,000,NA
43110,199910,For an active peace policy based on solidarity,NA,NA
43110,199910,"As a neutral country not bound to any military alliance and with its material resources, Switzerland is called upon to become much more involved in peace policy than it is today.",106,NA
43110,199910,The Greens are in favor of humanitarian missions abroad and assistance in peacekeeping interventions within the framework of the UN or OSCE.,107,NA
43110,199910,The Greens reject the idea of joining NATO.,102,NA
43110,199910,We are proactive: The Greens support peace policy initiatives,106,NA
43110,199910,Additional chapter according to DV of 8.5.99: Economic policy,NA,NA
43110,199910,Adoption by the Board of Directors on 19.6.99,NA,NA
43110,199910,Appendix: Five Criteria for Green Policy,NA,NA
43110,199910,Long-term: Every political decision must be examined for its long-term consequences on the ecological balance and on the future of human society.,501,NA
43110,199910,Quality: A continuation of quantitative growth is impossible in the long term insofar as it is based on the accelerated exploitation of non-renewable resources or resources available only in limited quantities.,416,NA
43110,199910,because it is based on limited resources in a limited system.,416,NA
43110,199910,The further development of our society and our economy must therefore be oriented toward qualitative rather than quantitative improvements.,416,NA
43110,199910,"Solidarity: We understand our solidarity as the permanent inclusion of the mutual relations between the different living beings, the different forms of society and, within a society, between the different groups and individuals.",607,NA
43110,199910,Decentralization: This concern is central to all power structures for us.,301,NA
43110,199910,The Greens want all responsibilities to be exercised at the lowest possible level.,301,NA
43110,199910,State intervention must be limited to areas or activities where harmonization is necessary in the general interest,606,NA
43110,199910,Diversity: We consider the diversity of living beings and species to be the wealth of a complex nature.,607,NA
43110,199910,"Paralles to this, cultural diversity represents the wealth of humanity.",607,NA
43110,199910,The protection of this natural and cultural diversity is a constant struggle against the blind exploitation of nature and against the tendencies towards uniformity that characterize the technocracy that dominates our society today.,607,NA
43110,199910,The diversity of desires is an important factor in the survival and stability of society.,607,NA
43110,199910,It is an eminently important task to work towards their preservation.,607,NA
43320,199910,Foreword,NA,NA
43320,199910,The federal elections of October 24 could move Switzerland politically more than any election in recent decades: The,000,NA
43320,199910,"majority of Swiss who want to live in an open and social Switzerland are threatened not only by a preemption of right-wing nationalist and populist forces, but also by a shrinking of the political center and, going hand in hand with that, a government dominated by Blocher's SVP.",305,NA
43320,199910,"The result would be disastrous: an isolated, socially divided Switzerland - a rich, right-wing nationalist island in the middle of Europe.",305,NA
43320,199910,"For this not to happen, two conditions must be met:",305,NA
43320,199910,The SP must win the elections.,305,NA
43320,199910,"But that is not enough: - Together with the constructive forces of the political center, we must create a climate in Switzerland in which it is no longer possible (that) a few tens of thousands of refugees become the only relevant topic of the outgoing century in the public perception.",305,NA
43320,199910,We need a majority in Parliament and in the government that is in favor of EU accession;,108,NA
43320,199910,- a sustainable economic policy and the corresponding creation of secure jobs,408,NA
43320,199910,- a social security network that meets the basic needs of all;,504,NA
43320,199910,"- a society where women are no longer disadvantaged in employment, social security, politics and many other areas;",706,NA
43320,199910,- a modern education system geared towards future needs;,506,NA
43320,199910,- a healthcare system whose costs are better controlled and more fairly distributed;,503,NA
43320,199910,- a policy that also meets the ideal of a social and cosmopolitan Switzerland in all other areas.,503,NA
43320,199910,"This election platform shows how we want to get closer to our political goals in the next four years: In parliament, with the strongest possible representation - but also as a political movement that has ideals, lives by them and tries to implement them.",305,NA
43320,199910,"Ursula Koch, President of the SP Switzerland",NA,NA
43320,199910,"1. with sustainable growth, gainful employment for all",NA,NA
43320,199910,"Job losses and unemployment, falling real wages, poorer working conditions and the growing income gap are pressing problems for a majority of people in our country today.",305,NA
43320,199910,"Switzerland needs a massive reduction in working hours, a redistribution of paid and unpaid work, and a fairer - and thus more business-friendly - distribution of income and wealth,",503,NA
43320,199910,including between men and women.,503,NA
43320,199910,Switzerland can and must afford gainful employment for all while real wages continue to rise.,503,NA
43320,199910,The prerequisite for this is an economic policy that strengthens household demand,409,NA
43320,199910,and focuses on socially and environmentally compatible and thus sustainable growth.,410,NA
43320,199910,The demands of the SP:,NA,NA
43320,199910,1. full employment should prevail in Switzerland.,701,NA
43320,199910,"Along the way, the number of registered unemployed will be at least halved by 2003 with a binding employment target, as will the number of job seekers.",408,NA
43320,199910,2 The state will promote the necessary growth through its own investment activities.,410,NA
43320,199910,It ensures that more investment capital is created instead of speculative capital.,412,NA
43320,199910,"With its own investments, the state ensures a high-quality, nationwide supply of services in the areas of rail, postal services, finance and telecommunications.",412,NA
43320,199910,Innovations must be promoted until they are ready for the market.,411,NA
43320,199910,3 Additional gainful employment must be permanent:,701,NA
43320,199910,The coming economic upswing must therefore be designed to be sustainable.,410,NA
43320,199910,Ecological tax reform plays a central role. 4.,501,NA
43320,199910,4. the economic position of employees must be strengthened with higher real wages and profit-sharing and corresponding co-participation.,701,NA
43320,199910,"This applies primarily to lower and middle incomes and helps to stop the redistribution from the bottom to the top,",701,NA
43320,199910,increase domestic demand and thus secure jobs.,409,NA
43320,199910,"In order to achieve this, the Social Democratic Party calls for the introduction of a statutory minimum wage of Fr. 3,000 per month.",701,NA
43320,199910,"The economic upswing alone does not guarantee additional gainful employment, but it is an indispensable prerequisite for it.",701,NA
43320,199910,The increase in demand necessary for this can only be achieved with more effective protection against the deterioration of wage and working conditions.,410,NA
43320,199910,This includes the following measures:,409,NA
43320,199910,"-minimum wages and other effective measures against wage dumping,",409,NA
43320,199910,"-Only companies that pay wages in line with local and professional standards are admitted to public tenders,",409,NA
43320,199910,"-Equal pay for women must be enforced,",409,NA
43320,199910,Part-time work must no longer be discriminated against in terms of social insurance.,706,NA
43320,199910,"6. not only does Switzerland need more adequately paid employment, the available gainful employment must also be distributed more fairly.",503,NA
43320,199910,The federal administration and companies belonging to the federal government must set a good example.,503,NA
43320,199910,"At the same time, corresponding efforts in the private industrial and service sectors must be promoted. 7.",503,NA
43320,199910,"7. if the Confederation takes measures to create or maintain jobs, it shall ensure an appropriate regional distribution.",301,NA
43320,199910,It gives preference to mountain regions and areas with special economic problems are given preferential treatment.,301,NA
43320,199910,8. Swiss antitrust law is tightened and adapted to that of the EU.,403,NA
43320,199910,Switzerland finally needs a ban on cartels.,403,NA
43320,199910,"In the future, it must also be possible to impose fines for violations of the law in the past, for example in cases such as the price cartel in which the Roche Group was demonstrably involved.",403,NA
43320,199910,9. undeclared work will be combated with economic incentives and unbureaucratic control mechanisms.,403,NA
43320,199910,10. the federal government takes on a leading and impulse function in improving the qualifications of all employed and unemployed persons.,403,NA
